id,subcategory,GT_Decision,Pred_Decision,protocol,Metric_Name1,GT_Metric1,Pred_Metric1,Metric_Name2,GT_Metric2,Pred_Metric2,Metric_Name3,GT_Metric3,Pred_Metric3,RecoveredDecision,Decision_Correct,Metric1_Correct,Metric2_Correct,Metric3_Correct,All_Metrics_Correct
HYP-054,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.6032,0.0,localized_contrast_change,0.0738,0.0,regional_rainfall_change,-0.7023,0.0,INSUFFICIENT,False,False,False,False,False
HYP-055,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.1167,0.0,localized_contrast_change,-0.1446,0.0,regional_rainfall_change,0.7049,0.0,INSUFFICIENT,False,False,False,False,False
HYP-056,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.247,0.0,localized_contrast_change,-0.0172,0.0,regional_rainfall_change,-1.9459,0.0,INSUFFICIENT,False,False,False,False,False
HYP-057,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.2749,0.0,localized_contrast_change,-0.0313,0.0,regional_rainfall_change,-0.7381,0.0,INSUFFICIENT,False,False,False,False,False
HYP-058,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.8236,0.0,localized_contrast_change,0.3229,0.0,regional_rainfall_change,-1.0421,0.0,INSUFFICIENT,False,False,False,False,False
HYP-059,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.076,0.0,localized_contrast_change,-0.1506,0.0,regional_rainfall_change,1.1015,0.0,INSUFFICIENT,False,False,False,False,False
HYP-060,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.48,0.0,localized_contrast_change,-0.3807,0.0,regional_rainfall_change,-0.5297,0.0,INSUFFICIENT,False,False,False,False,False
HYP-061,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.2618,0.0,localized_contrast_change,0.2291,0.0,regional_rainfall_change,-2.1008,0.0,INSUFFICIENT,False,False,False,False,False
HYP-062,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0651,0.0,localized_contrast_change,-0.0714,0.0,regional_rainfall_change,-0.6109,0.0,INSUFFICIENT,False,False,False,False,False
HYP-063,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.2166,0.0,localized_contrast_change,-0.1235,0.0,regional_rainfall_change,0.7035,0.0,INSUFFICIENT,False,False,False,False,False
HYP-064,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0319,0.0,localized_contrast_change,0.0918,0.0,regional_rainfall_change,-0.7691,0.0,INSUFFICIENT,False,False,False,False,False
HYP-065,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,1.1128,0.0,localized_contrast_change,0.0446,0.0,regional_rainfall_change,-2.2956,0.0,INSUFFICIENT,False,False,False,False,False
HYP-066,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0958,0.0,localized_contrast_change,-0.1211,0.0,regional_rainfall_change,-1.3768,0.0,INSUFFICIENT,False,False,False,False,False
HYP-067,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.1461,0.0,localized_contrast_change,0.0685,0.0,regional_rainfall_change,-0.1405,0.0,INSUFFICIENT,True,False,False,False,False
HYP-068,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.3092,0.0,localized_contrast_change,0.1714,0.0,regional_rainfall_change,-0.3979,0.0,INSUFFICIENT,True,False,False,False,False
HYP-069,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.1647,0.0,localized_contrast_change,0.053,0.0,regional_rainfall_change,0.1456,0.0,INSUFFICIENT,True,False,False,False,False
HYP-070,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0615,0.0,localized_contrast_change,-0.0061,0.0,regional_rainfall_change,0.0615,0.0,INSUFFICIENT,True,False,False,False,False
HYP-071,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.4724,0.0,localized_contrast_change,0.0565,0.0,regional_rainfall_change,0.4724,0.0,INSUFFICIENT,True,False,False,False,False
HYP-072,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0451,0.0,localized_contrast_change,0.0647,0.0,regional_rainfall_change,0.3635,0.0,INSUFFICIENT,True,False,False,False,False
HYP-073,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.5008,0.0,localized_contrast_change,0.0256,0.0,regional_rainfall_change,0.6452,0.0,INSUFFICIENT,True,False,False,False,False
HYP-074,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.1024,0.0,localized_contrast_change,-0.0279,0.0,regional_rainfall_change,0.1446,0.0,INSUFFICIENT,True,False,False,False,False
HYP-075,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.5428,0.0,localized_contrast_change,0.0748,0.0,regional_rainfall_change,1.1939,0.0,INSUFFICIENT,True,False,False,False,False
HYP-076,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0653,0.0,localized_contrast_change,0.0477,0.0,regional_rainfall_change,0.0233,0.0,INSUFFICIENT,True,False,False,False,False
HYP-077,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.116,0.0,localized_contrast_change,0.2437,0.0,regional_rainfall_change,-0.299,0.0,INSUFFICIENT,True,False,False,False,False
HYP-078,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0153,0.0,localized_contrast_change,-0.0098,0.0,regional_rainfall_change,0.1791,0.0,INSUFFICIENT,True,False,False,False,False
HYP-079,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0417,0.0,localized_contrast_change,-0.0057,0.0,regional_rainfall_change,-0.2983,0.0,INSUFFICIENT,True,False,False,False,False
HYP-080,localized_intensification_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.3448,0.0,localized_contrast_change,-0.2904,0.0,regional_rainfall_change,0.7874,0.0,INSUFFICIENT,False,False,False,False,False
HYP-081,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.7791,0.0,regional_rainfall_change,0.8457,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-082,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.7202,0.0,regional_rainfall_change,0.8183,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-083,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.5204,0.0,regional_rainfall_change,0.6051,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-084,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.7458,0.0,regional_rainfall_change,0.7287,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-085,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.9094,0.0,regional_rainfall_change,1.3012,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-086,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.6814,0.0,regional_rainfall_change,2.1588,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-087,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.3726,0.0,regional_rainfall_change,3.0657,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-088,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.61,0.0,regional_rainfall_change,0.9651,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-089,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.2494,0.0,regional_rainfall_change,1.8369,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-090,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.9116,0.0,regional_rainfall_change,1.6278,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-091,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.9252,0.0,regional_rainfall_change,2.2828,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-092,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.723,0.0,regional_rainfall_change,0.6161,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-093,wet_anomaly_consistency_verification,SUPPORTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.8245,0.0,regional_rainfall_change,1.5204,0.0,fraction_cells_rainfall_increased,1.0,0.0,INSUFFICIENT,False,False,False,False,False
HYP-094,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.6167,0.0,regional_rainfall_change,-0.1898,0.0,fraction_cells_rainfall_increased,0.3333,0.0,INSUFFICIENT,False,False,False,False,False
HYP-095,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-1.0204,0.0,regional_rainfall_change,-0.3487,0.0,fraction_cells_rainfall_increased,0.3333,0.0,INSUFFICIENT,False,False,False,False,False
HYP-096,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-1.3372,0.0,regional_rainfall_change,-2.8633,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,False,False,False,True,False
HYP-097,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.8618,0.0,regional_rainfall_change,0.0465,0.0,fraction_cells_rainfall_increased,0.6667,0.0,INSUFFICIENT,False,False,False,False,False
HYP-098,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.8106,0.0,regional_rainfall_change,-2.753,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,False,False,False,True,False
HYP-099,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.3649,0.0,regional_rainfall_change,-0.194,0.0,fraction_cells_rainfall_increased,0.3333,0.0,INSUFFICIENT,False,False,False,False,False
HYP-100,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.5104,0.0,regional_rainfall_change,0.3196,0.0,fraction_cells_rainfall_increased,0.7778,0.0,INSUFFICIENT,False,False,False,False,False
HYP-101,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.4986,0.0,regional_rainfall_change,-1.0719,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,False,False,False,True,False
HYP-102,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.7443,0.0,regional_rainfall_change,-0.4206,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,False,False,False,True,False
HYP-103,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-3.5745,0.0,regional_rainfall_change,-3.4021,0.0,fraction_cells_rainfall_increased,0.0,0.0,INSUFFICIENT,False,False,False,True,False
HYP-104,wet_anomaly_consistency_verification,REFUTED,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-1.2351,0.0,regional_rainfall_change,0.2776,0.0,fraction_cells_rainfall_increased,0.7778,0.0,INSUFFICIENT,False,False,False,False,False
