id,subcategory,GT_Decision,Pred_Decision,protocol,Metric_Name1,GT_Metric1,Pred_Metric1,Metric_Name2,GT_Metric2,Pred_Metric2,Metric_Name3,GT_Metric3,Pred_Metric3,RecoveredDecision,Decision_Correct
HYP-057,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.2749,-0.2749,localized_contrast_change,-0.0313,-0.0312,regional_rainfall_change,-0.7381,-0.7381,REFUTED,True
HYP-058,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.8236,0.8236,localized_contrast_change,0.3229,0.3229,regional_rainfall_change,-1.0421,-1.0421,REFUTED,True
HYP-059,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.076,0.076,localized_contrast_change,-0.1506,-0.1506,regional_rainfall_change,1.1015,1.1015,REFUTED,True
HYP-060,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.48,-0.48,localized_contrast_change,-0.3807,-0.3807,regional_rainfall_change,-0.5297,-0.5297,REFUTED,True
HYP-061,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.2618,-0.2618,localized_contrast_change,0.2291,0.2291,regional_rainfall_change,-2.1008,-2.1008,REFUTED,True
HYP-062,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0651,0.0651,localized_contrast_change,-0.0714,-0.0714,regional_rainfall_change,-0.6109,-0.6109,REFUTED,True
HYP-063,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.2166,-0.2166,localized_contrast_change,-0.1235,-0.1236,regional_rainfall_change,0.7035,0.7035,REFUTED,True
HYP-064,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0319,0.0319,localized_contrast_change,0.0918,0.0918,regional_rainfall_change,-0.7691,-0.7691,REFUTED,True
HYP-065,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,1.1128,1.1128,localized_contrast_change,0.0446,0.0445,regional_rainfall_change,-2.2956,-2.2956,REFUTED,True
HYP-066,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0958,-0.0958,localized_contrast_change,-0.1211,-0.1211,regional_rainfall_change,-1.3768,-1.3768,REFUTED,True
HYP-067,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.1461,-0.1461,localized_contrast_change,0.0685,0.0685,regional_rainfall_change,-0.1405,-0.1405,INSUFFICIENT,True
HYP-068,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.3092,0.3092,localized_contrast_change,0.1714,0.1714,regional_rainfall_change,-0.3979,-0.3979,INSUFFICIENT,True
HYP-069,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.1647,0.1647,localized_contrast_change,0.053,0.053,regional_rainfall_change,0.1456,0.1456,INSUFFICIENT,True
HYP-070,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0615,-0.0615,localized_contrast_change,-0.0061,-0.0061,regional_rainfall_change,0.0615,0.0615,INSUFFICIENT,True
HYP-071,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.4724,0.4724,localized_contrast_change,0.0565,0.0566,regional_rainfall_change,0.4724,0.4724,INSUFFICIENT,True
HYP-072,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0451,0.0451,localized_contrast_change,0.0647,0.0647,regional_rainfall_change,0.3635,0.3635,INSUFFICIENT,True
HYP-073,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.5008,0.5008,localized_contrast_change,0.0256,0.0256,regional_rainfall_change,0.6452,0.6452,INSUFFICIENT,True
HYP-074,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.1024,-0.1024,localized_contrast_change,-0.0279,-0.0279,regional_rainfall_change,0.1446,0.1446,INSUFFICIENT,True
HYP-075,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.5428,0.5428,localized_contrast_change,0.0748,0.0748,regional_rainfall_change,1.1939,1.1939,INSUFFICIENT,True
HYP-076,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.0653,0.0653,localized_contrast_change,0.0477,0.0477,regional_rainfall_change,0.0233,0.0233,INSUFFICIENT,True
HYP-077,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,0.116,0.116,localized_contrast_change,0.2437,0.2437,regional_rainfall_change,-0.299,-0.299,INSUFFICIENT,True
HYP-078,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0153,-0.0153,localized_contrast_change,-0.0098,-0.0097,regional_rainfall_change,0.1791,0.1791,INSUFFICIENT,True
HYP-079,localized_intensification_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.0417,-0.0417,localized_contrast_change,-0.0057,-0.0057,regional_rainfall_change,-0.2983,-0.2983,INSUFFICIENT,True
HYP-080,localized_intensification_verification,REFUTED,REFUTED,"{'subcategory': 'localized_intensification_verification', 'thresholds': {'support_regional_change_q60': 0.0858, 'refute_regional_change_q25': -0.1941, 'support_contrast_change_q75': 0.1268, 'refute_contrast_change_q25': -0.1287, 'support_rainfall_change_q60': 0.2062, 'refute_rainfall_change_q25': -0.4409}}",regional_abs_anomaly_change,-0.3448,-0.3448,localized_contrast_change,-0.2904,-0.2905,regional_rainfall_change,0.7874,0.7874,REFUTED,True
HYP-081,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.7791,0.7791,regional_rainfall_change,0.8457,0.8457,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-082,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.7202,0.7202,regional_rainfall_change,0.8183,0.8183,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-083,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.5204,0.5204,regional_rainfall_change,0.6051,0.6051,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-084,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.7458,0.7458,regional_rainfall_change,0.7287,0.7287,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-085,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.9094,0.9094,regional_rainfall_change,1.3012,1.3012,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-086,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.6814,1.6814,regional_rainfall_change,2.1588,2.1588,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-087,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.3726,1.3726,regional_rainfall_change,3.0657,3.0657,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-088,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.61,0.61,regional_rainfall_change,0.9651,0.9651,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-089,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,1.2494,1.2494,regional_rainfall_change,1.8369,1.8369,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-090,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.9116,0.9116,regional_rainfall_change,1.6278,1.6278,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-091,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.9252,0.9252,regional_rainfall_change,2.2828,2.2828,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-092,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.723,0.723,regional_rainfall_change,0.6161,0.6161,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-093,wet_anomaly_consistency_verification,SUPPORTED,SUPPORTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.8245,0.8245,regional_rainfall_change,1.5204,1.5204,fraction_cells_rainfall_increased,1.0,1.0,SUPPORTED,True
HYP-094,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.6167,-0.6167,regional_rainfall_change,-0.1898,-0.1898,fraction_cells_rainfall_increased,0.3333,0.3333,REFUTED,True
HYP-095,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-1.0204,-1.0204,regional_rainfall_change,-0.3487,-0.3487,fraction_cells_rainfall_increased,0.3333,0.3333,REFUTED,True
HYP-096,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4344, 'refute_signed_anomaly_p25': -0.2984, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-1.3372,-1.3372,regional_rainfall_change,-2.8633,-2.8633,fraction_cells_rainfall_increased,0.0,0.0,REFUTED,True
HYP-097,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.8618,-0.8618,regional_rainfall_change,0.0465,0.0465,fraction_cells_rainfall_increased,0.6667,0.6667,REFUTED,True
HYP-098,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.8106,-0.8106,regional_rainfall_change,-2.753,-2.753,fraction_cells_rainfall_increased,0.0,0.0,REFUTED,True
HYP-099,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.3649,-0.3649,regional_rainfall_change,-0.194,-0.194,fraction_cells_rainfall_increased,0.3333,0.3333,REFUTED,True
HYP-100,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.639, 'refute_signed_anomaly_p25': -0.2728, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.5104,-0.5104,regional_rainfall_change,0.3196,0.3196,fraction_cells_rainfall_increased,0.7778,0.7778,REFUTED,True
HYP-101,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.4986,-0.4986,regional_rainfall_change,-1.0719,-1.0719,fraction_cells_rainfall_increased,0.0,0.0,REFUTED,True
HYP-102,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.7443,-0.7443,regional_rainfall_change,-0.4206,-0.4206,fraction_cells_rainfall_increased,0.0,0.0,REFUTED,True
HYP-103,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.0465, 'refute_signed_anomaly_p25': -0.7406, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-3.5745,-3.5745,regional_rainfall_change,-3.4021,-3.4021,fraction_cells_rainfall_increased,0.0,0.0,REFUTED,True
HYP-104,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-1.2351,-1.2351,regional_rainfall_change,0.2776,0.2776,fraction_cells_rainfall_increased,0.7778,0.7778,REFUTED,True
HYP-105,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.5523,-0.5523,regional_rainfall_change,-1.0218,-1.0218,fraction_cells_rainfall_increased,0.0,0.0,REFUTED,True
HYP-106,wet_anomaly_consistency_verification,REFUTED,REFUTED,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4835, 'refute_signed_anomaly_p25': -0.2999, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,-0.3885,-0.3885,regional_rainfall_change,-0.0529,-0.0529,fraction_cells_rainfall_increased,0.2222,0.2222,REFUTED,True
HYP-107,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.4408, 'refute_signed_anomaly_p25': -0.414, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.0959,0.0959,regional_rainfall_change,0.1681,0.1681,fraction_cells_rainfall_increased,0.6667,0.6667,INSUFFICIENT,True
HYP-108,wet_anomaly_consistency_verification,INSUFFICIENT,INSUFFICIENT,"{'subcategory': 'wet_anomaly_consistency_verification', 'thresholds': {'support_signed_anomaly_p75': 0.3223, 'refute_signed_anomaly_p25': -0.3748, 'support_rainfall_change_q75': 0.5136, 'refute_rainfall_change_q25': -0.4409, 'support_fraction_increase_q75': 0.8889, 'refute_fraction_increase_q25': 0.1111}}",mean_signed_anomaly_later_year,0.1935,0.1935,regional_rainfall_change,0.1693,0.1693,fraction_cells_rainfall_increased,0.7778,0.7778,INSUFFICIENT,True
