id,answer,subcategory,difficulty,ChatGPT_V1,ChatGPT_V2,Claude_V1,Claude_V2,DeepSeek_V1,DeepSeek_V2,Gemini_V1,Gemini_V2,ChatGPT_V1_correct,ChatGPT_V2_correct,Claude_V1_correct,Claude_V2_correct,DeepSeek_V1_correct,DeepSeek_V2_correct,Gemini_V1_correct,Gemini_V2_correct,operation,Decision
HYP-192,A,spatial_coherence_verification,hard,A,A,A,A,A,A,C,C,True,True,True,True,True,True,False,False,Graph Traversal,REFUTED
HYP-193,A,spatial_coherence_verification,hard,C,A,A,A,A,A,A,B,False,True,True,True,True,True,True,False,Graph Traversal,REFUTED
HYP-194,C,spatial_coherence_verification,hard,B,C,C,C,C,C,B,C,False,True,True,True,True,True,False,True,Graph Traversal,SUPPORTED
HYP-195,C,spatial_coherence_verification,hard,A,C,C,C,C,C,C,A,False,True,True,True,True,True,True,False,Graph Traversal,SUPPORTED
HYP-196,B,spatial_coherence_verification,hard,C,B,B,B,B,B,A,B,False,True,True,True,True,True,False,True,Graph Traversal,INSUFFICIENT
HYP-197,C,spatial_coherence_verification,hard,B,C,C,C,C,C,B,B,False,True,True,True,True,True,False,False,Graph Traversal,SUPPORTED
HYP-198,A,spatial_coherence_verification,hard,A,A,A,A,A,A,C,C,True,True,True,True,True,True,False,False,Graph Traversal,REFUTED
HYP-199,C,spatial_coherence_verification,hard,C,C,C,C,C,C,A,A,True,True,True,True,True,True,False,False,Graph Traversal,SUPPORTED
HYP-200,A,spatial_coherence_verification,hard,B,A,A,A,A,A,B,C,False,True,True,True,True,True,False,False,Graph Traversal,REFUTED
HYP-201,B,reliability_aware_claim_verification,medium,A,B,B,B,B,B,C,C,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
HYP-202,C,reliability_aware_claim_verification,medium,C,C,C,C,C,C,A,A,True,True,True,True,True,True,False,False,Logical Thresholding,SUPPORTED
HYP-203,B,reliability_aware_claim_verification,medium,B,B,B,B,B,B,B,B,True,True,True,True,True,True,True,True,Logical Thresholding,INSUFFICIENT
HYP-204,B,reliability_aware_claim_verification,medium,A,B,B,B,B,B,C,C,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
HYP-205,B,reliability_aware_claim_verification,medium,C,B,B,B,B,B,A,A,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
HYP-206,B,reliability_aware_claim_verification,medium,B,B,B,B,B,B,B,B,True,True,True,True,True,True,True,True,Logical Thresholding,INSUFFICIENT
HYP-207,B,reliability_aware_claim_verification,medium,A,B,B,B,B,B,C,B,False,True,True,True,True,True,False,True,Logical Thresholding,INSUFFICIENT
HYP-208,C,reliability_aware_claim_verification,medium,C,C,C,C,C,C,A,C,True,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-209,B,reliability_aware_claim_verification,medium,B,B,B,B,B,B,B,B,True,True,True,True,True,True,True,True,Logical Thresholding,INSUFFICIENT
HYP-210,C,reliability_aware_claim_verification,medium,A,C,C,C,C,C,C,C,False,True,True,True,True,True,True,True,Logical Thresholding,SUPPORTED
HYP-211,A,reliability_aware_claim_verification,medium,C,A,A,A,A,A,A,A,False,True,True,True,True,True,True,True,Logical Thresholding,REFUTED
HYP-212,C,reliability_aware_claim_verification,medium,B,C,C,C,C,C,B,C,False,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-213,B,reliability_aware_claim_verification,medium,A,B,B,B,B,B,C,C,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
HYP-214,A,reliability_aware_claim_verification,medium,C,A,A,A,A,A,A,B,False,True,True,True,True,True,True,False,Logical Thresholding,REFUTED
HYP-215,C,reliability_aware_claim_verification,medium,B,C,C,C,C,C,B,C,False,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-216,A,reliability_aware_claim_verification,medium,A,A,A,A,A,A,C,A,True,True,True,True,True,True,False,True,Logical Thresholding,REFUTED
HYP-217,B,reliability_aware_claim_verification,medium,C,B,B,B,B,B,A,B,False,True,True,True,True,True,False,True,Logical Thresholding,INSUFFICIENT
HYP-218,B,reliability_aware_claim_verification,medium,B,B,B,B,B,A,B,C,True,True,True,True,True,False,True,False,Logical Thresholding,INSUFFICIENT
HYP-219,A,reliability_aware_claim_verification,medium,A,A,A,A,A,A,C,B,True,True,True,True,True,True,False,False,Logical Thresholding,REFUTED
HYP-220,B,reliability_aware_claim_verification,medium,C,B,B,B,B,B,A,C,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
HYP-221,A,reliability_aware_claim_verification,medium,B,A,A,A,A,A,B,A,False,True,True,True,True,True,False,True,Logical Thresholding,REFUTED
HYP-222,A,reliability_aware_claim_verification,medium,A,A,A,A,A,A,C,B,True,True,True,True,True,True,False,False,Logical Thresholding,REFUTED
HYP-223,C,reliability_aware_claim_verification,medium,C,C,C,C,C,C,A,C,True,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-224,B,reliability_aware_claim_verification,medium,B,B,B,B,B,B,B,A,True,True,True,True,True,True,True,False,Logical Thresholding,INSUFFICIENT
HYP-225,B,reliability_aware_claim_verification,medium,A,B,B,B,B,B,C,B,False,True,True,True,True,True,False,True,Logical Thresholding,INSUFFICIENT
HYP-226,A,reliability_aware_claim_verification,medium,C,A,A,A,A,A,A,C,False,True,True,True,True,True,True,False,Logical Thresholding,REFUTED
HYP-227,C,reliability_aware_claim_verification,hard,B,C,C,C,C,C,B,A,False,True,True,True,True,True,False,False,Logical Thresholding,SUPPORTED
HYP-228,C,reliability_aware_claim_verification,hard,A,C,C,C,C,C,C,B,False,True,True,True,True,True,True,False,Logical Thresholding,SUPPORTED
HYP-229,B,reliability_aware_claim_verification,hard,C,B,B,B,B,C,A,C,False,True,True,True,True,False,False,False,Logical Thresholding,INSUFFICIENT
HYP-230,A,reliability_aware_claim_verification,hard,B,A,A,A,A,A,B,A,False,True,True,True,True,True,False,True,Logical Thresholding,REFUTED
HYP-231,B,reliability_aware_claim_verification,hard,A,B,B,B,B,B,C,B,False,True,True,True,True,True,False,True,Logical Thresholding,INSUFFICIENT
HYP-232,C,reliability_aware_claim_verification,hard,C,C,C,C,C,C,A,C,True,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-233,C,reliability_aware_claim_verification,hard,B,C,C,C,C,C,B,A,False,True,True,True,True,True,False,False,Logical Thresholding,SUPPORTED
HYP-234,C,reliability_aware_claim_verification,hard,A,C,C,C,C,C,C,B,False,True,True,True,True,True,True,False,Logical Thresholding,SUPPORTED
HYP-235,C,reliability_aware_claim_verification,hard,C,C,C,C,C,C,A,C,True,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-236,A,reliability_aware_claim_verification,hard,B,A,A,A,A,A,B,B,False,True,True,True,True,True,False,False,Logical Thresholding,REFUTED
HYP-237,B,reliability_aware_claim_verification,hard,A,B,B,B,B,B,C,A,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
HYP-238,C,reliability_aware_claim_verification,hard,C,C,C,C,C,C,A,C,True,True,True,True,True,True,False,True,Logical Thresholding,SUPPORTED
HYP-239,A,reliability_aware_claim_verification,hard,B,A,A,A,A,A,B,B,False,True,True,True,True,True,False,False,Logical Thresholding,REFUTED
HYP-240,B,reliability_aware_claim_verification,hard,A,B,B,B,B,B,C,C,False,True,True,True,True,True,False,False,Logical Thresholding,INSUFFICIENT
