model,question_id,category,alpha,status,reason,original_gt_decision,perturbed_gt_decision,perturbed_pred_decision,baseline_recovered_decision,baseline_status,perturbed_status,metric_error_present
claude_opus,HYP-038,persistent_regional_anomaly_verification,0.95,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-038,persistent_regional_anomaly_verification,0.99,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.0,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.1,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.25,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.5,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.75,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.9,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.95,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-039,persistent_regional_anomaly_verification,0.99,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.0,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.1,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.25,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.5,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.75,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.9,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.95,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-040,persistent_regional_anomaly_verification,0.99,evaluated,,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-041,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-042,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-043,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-044,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-045,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-046,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-047,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-048,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-049,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-050,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-051,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-052,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.0,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.1,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.25,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.5,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.75,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.9,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.95,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-053,localized_intensification_verification,0.99,evaluated,,SUPPORTED,SUPPORTED,SUPPORTED,SUPPORTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-054,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-055,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-056,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-057,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-058,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-059,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-060,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.95,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-061,localized_intensification_verification,0.99,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-062,localized_intensification_verification,0.0,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-062,localized_intensification_verification,0.1,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-062,localized_intensification_verification,0.25,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-062,localized_intensification_verification,0.5,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-062,localized_intensification_verification,0.75,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
claude_opus,HYP-062,localized_intensification_verification,0.9,evaluated,,REFUTED,REFUTED,REFUTED,REFUTED,no_error,no_error,False
